classifier_name,dataset_name,accuracy
Hydra+MultiRocket,GunPoint,0.998667
Hydra+MultiRocket,GunPointAgeSpan,0.996203
Hydra+MultiRocket,GunPointMaleVersusFemale,1
Hydra+MultiRocket,GunPointOldVersusYoung,1
Hydra+MultiRocket,Ham,0.850159
Hydra+MultiRocket,HandOutlines,0.95045
Hydra+MultiRocket,Haptics,0.531926
Hydra+MultiRocket,Herring,0.610417
Hydra+MultiRocket,HouseTwenty,0.977311
Hydra+MultiRocket,InlineSkate,0.508121
Hydra+MultiRocket,InsectEPGRegularTrain,1
Hydra+MultiRocket,InsectEPGSmallTrain,0.996921
Hydra+MultiRocket,InsectWingbeatSound,0.664899
Hydra+MultiRocket,ItalyPowerDemand,0.964043
Hydra+MultiRocket,LargeKitchenAppliances,0.941333
Hydra+MultiRocket,Lightning2,0.757377
Hydra+MultiRocket,Lightning7,0.80411
Hydra+MultiRocket,Mallat,0.954513
Hydra+MultiRocket,Meat,0.985556
Hydra+MultiRocket,MedicalImages,0.80864
Hydra+MultiRocket,MiddlePhalanxOutlineAgeGroup,0.65303
Hydra+MultiRocket,MiddlePhalanxOutlineCorrect,0.851546
Hydra+MultiRocket,MiddlePhalanxTW,0.551515
Hydra+MultiRocket,MixedShapesRegularTrain,0.980509
Hydra+MultiRocket,MixedShapesSmallTrain,0.95644
Hydra+MultiRocket,MoteStrain,0.907188
Hydra+MultiRocket,NonInvasiveFetalECGThorax1,0.96207
Hydra+MultiRocket,NonInvasiveFetalECGThorax2,0.968092
Hydra+MultiRocket,OliveOil,0.912222
Hydra+MultiRocket,OSULeaf,0.969008
Hydra+MultiRocket,PhalangesOutlinesCorrect,0.855478
Hydra+MultiRocket,Phoneme,0.367423
Hydra+MultiRocket,PigAirwayPressure,0.723397
Hydra+MultiRocket,PigArtPressure,0.935417
Hydra+MultiRocket,PigCVP,0.853526
Hydra+MultiRocket,Plane,1
Hydra+MultiRocket,PowerCons,0.974444
Hydra+MultiRocket,ProximalPhalanxOutlineAgeGroup,0.846179
Hydra+MultiRocket,ProximalPhalanxOutlineCorrect,0.908133
Hydra+MultiRocket,ProximalPhalanxTW,0.80065
Hydra+MultiRocket,RefrigerationDevices,0.748533
Hydra+MultiRocket,Rock,0.864
Hydra+MultiRocket,ScreenType,0.677867
Hydra+MultiRocket,SemgHandGenderCh2,0.944556
Hydra+MultiRocket,SemgHandMovementCh2,0.771704
Hydra+MultiRocket,SemgHandSubjectCh2,0.917333
Hydra+MultiRocket,ShapeletSim,1
Hydra+MultiRocket,ShapesAll,0.948278
Hydra+MultiRocket,SmallKitchenAppliances,0.836622
Hydra+MultiRocket,SmoothSubspace,0.980222
Hydra+MultiRocket,SonyAIBORobotSurface1,0.948697
Hydra+MultiRocket,SonyAIBORobotSurface2,0.950542
Hydra+MultiRocket,StarLightCurves,0.981524
Hydra+MultiRocket,Strawberry,0.97973
Hydra+MultiRocket,SwedishLeaf,0.974453
Hydra+MultiRocket,Symbols,0.972362
Hydra+MultiRocket,SyntheticControl,0.994667
Hydra+MultiRocket,ToeSegmentation1,0.929386
Hydra+MultiRocket,ToeSegmentation2,0.943846
Hydra+MultiRocket,Trace,1
Hydra+MultiRocket,TwoLeadECG,0.997922
Hydra+MultiRocket,TwoPatterns,0.999992
Hydra+MultiRocket,UMD,0.984954
Hydra+MultiRocket,UWaveGestureLibraryAll,0.984683
Hydra+MultiRocket,UWaveGestureLibraryX,0.878038
Hydra+MultiRocket,UWaveGestureLibraryY,0.81314
Hydra+MultiRocket,UWaveGestureLibraryZ,0.821608
Hydra+MultiRocket,Wafer,0.999811
Hydra+MultiRocket,Wine,0.930247
Hydra+MultiRocket,WordSynonyms,0.788871
Hydra+MultiRocket,Worms,0.741991
Hydra+MultiRocket,WormsTwoClass,0.796537
Hydra+MultiRocket,Yoga,0.937322
TS-CHIEF,ACSF1,0.807
TS-CHIEF,Adiac,0.779710145
TS-CHIEF,ArrowHead,0.881142857
TS-CHIEF,Beef,0.632222222
TS-CHIEF,BeetleFly,0.958333333
TS-CHIEF,BirdChicken,0.963333333
TS-CHIEF,BME,0.996444444
TS-CHIEF,Car,0.878888889
TS-CHIEF,CBF,0.998444444
TS-CHIEF,Chinatown,0.961835749
TS-CHIEF,ChlorineConcentration,0.660842014
TS-CHIEF,CinCECGTorso,0.953429952
TS-CHIEF,Coffee,0.99047619
TS-CHIEF,Computers,0.753866667
TS-CHIEF,CricketX,0.83042735
TS-CHIEF,CricketY,0.817008547
TS-CHIEF,CricketZ,0.838205128
TS-CHIEF,Crop,0.76210119
TS-CHIEF,DiatomSizeReduction,0.945860566
TS-CHIEF,DistalPhalanxOutlineAgeGroup,0.828057554
TS-CHIEF,DistalPhalanxOutlineCorrect,0.819323671
TS-CHIEF,DistalPhalanxTW,0.691846523
TS-CHIEF,Earthquakes,0.748201439
TS-CHIEF,ECG200,0.855
TS-CHIEF,ECG5000,0.948459259
TS-CHIEF,ECGFiveDays,0.994425087
TS-CHIEF,ElectricDevices,0.865041283
TS-CHIEF,EOGHorizontalSignal,0.853683241
TS-CHIEF,EOGVerticalSignal,0.809484346
TS-CHIEF,EthanolLevel,0.6056
TS-CHIEF,FaceAll,0.982721893
TS-CHIEF,FaceFour,0.999621212
TS-CHIEF,FacesUCR,0.972926829
TS-CHIEF,FiftyWords,0.842710623
TS-CHIEF,Fish,0.98152381
TS-CHIEF,FordA,0.94739899
TS-CHIEF,FordB,0.919465021
TS-CHIEF,FreezerRegularTrain,0.998491228
TS-CHIEF,FreezerSmallTrain,0.995461988
TS-CHIEF,GunPoint,1
TS-CHIEF,GunPointAgeSpan,0.999578059
TS-CHIEF,GunPointMaleVersusFemale,0.999367089
TS-CHIEF,GunPointOldVersusYoung,1
TS-CHIEF,Ham,0.805079365
TS-CHIEF,HandOutlines,0.937297297
TS-CHIEF,Haptics,0.523268398
TS-CHIEF,Herring,0.597395833
TS-CHIEF,HouseTwenty,0.970308123
TS-CHIEF,InlineSkate,0.571878788
TS-CHIEF,InsectEPGRegularTrain,1
TS-CHIEF,InsectEPGSmallTrain,1
TS-CHIEF,InsectWingbeatSound,0.632222222
TS-CHIEF,ItalyPowerDemand,0.962423064
TS-CHIEF,LargeKitchenAppliances,0.860177778
TS-CHIEF,Lightning2,0.768852459
TS-CHIEF,Lightning7,0.793607306
TS-CHIEF,Mallat,0.976702203
TS-CHIEF,Meat,0.984444444
TS-CHIEF,MedicalImages,0.799122807
TS-CHIEF,MiddlePhalanxOutlineAgeGroup,0.694372294
TS-CHIEF,MiddlePhalanxOutlineCorrect,0.805841924
TS-CHIEF,MiddlePhalanxTW,0.573160173
TS-CHIEF,MixedShapesRegularTrain,0.971381443
TS-CHIEF,MixedShapesSmallTrain,0.947257732
TS-CHIEF,MoteStrain,0.930111821
TS-CHIEF,NonInvasiveFetalECGThorax1,0.914334182
TS-CHIEF,NonInvasiveFetalECGThorax2,0.945292621
TS-CHIEF,OliveOil,0.916666667
TS-CHIEF,OSULeaf,0.973553719
TS-CHIEF,PhalangesOutlinesCorrect,0.825330225
TS-CHIEF,Phoneme,0.369848805
TS-CHIEF,PigAirwayPressure,0.960096154
TS-CHIEF,PigArtPressure,0.968910256
TS-CHIEF,PigCVP,0.961378205
TS-CHIEF,Plane,1
TS-CHIEF,PowerCons,0.979444444
TS-CHIEF,ProximalPhalanxOutlineAgeGroup,0.846341463
TS-CHIEF,ProximalPhalanxOutlineCorrect,0.875486827
TS-CHIEF,ProximalPhalanxTW,0.811056911
TS-CHIEF,RefrigerationDevices,0.726844444
TS-CHIEF,Rock,0.832
TS-CHIEF,ScreenType,0.594222222
TS-CHIEF,SemgHandGenderCh2,0.938888889
TS-CHIEF,SemgHandMovementCh2,0.884962963
TS-CHIEF,SemgHandSubjectCh2,0.933111111
TS-CHIEF,ShapeletSim,1
TS-CHIEF,ShapesAll,0.941055556
TS-CHIEF,SmallKitchenAppliances,0.837955556
TS-CHIEF,SmoothSubspace,0.997333333
TS-CHIEF,SonyAIBORobotSurface1,0.889739323
TS-CHIEF,SonyAIBORobotSurface2,0.901084295
TS-CHIEF,StarLightCurves,0.98112757
TS-CHIEF,Strawberry,0.973963964
TS-CHIEF,SwedishLeaf,0.96192
TS-CHIEF,Symbols,0.970820771
TS-CHIEF,SyntheticControl,0.999
TS-CHIEF,ToeSegmentation1,0.959795322
TS-CHIEF,ToeSegmentation2,0.962564103
TS-CHIEF,Trace,1
TS-CHIEF,TwoLeadECG,0.990079017
TS-CHIEF,TwoPatterns,0.999991667
TS-CHIEF,UMD,0.983333333
TS-CHIEF,UWaveGestureLibraryAll,0.970742602
TS-CHIEF,UWaveGestureLibraryX,0.846780197
TS-CHIEF,UWaveGestureLibraryY,0.788023451
TS-CHIEF,UWaveGestureLibraryZ,0.791178113
TS-CHIEF,Wafer,0.998923859
TS-CHIEF,Wine,0.898148148
TS-CHIEF,WordSynonyms,0.793678161
TS-CHIEF,Worms,0.768398268
TS-CHIEF,WormsTwoClass,0.786147186
TS-CHIEF,Yoga,0.872633333
MultiRocket,ACSF1,0.833666667
MultiRocket,Adiac,0.823103154
MultiRocket,ArrowHead,0.895238095
MultiRocket,Beef,0.77
MultiRocket,BeetleFly,0.896666667
MultiRocket,BirdChicken,0.888333333
MultiRocket,BME,1
MultiRocket,Car,0.92
MultiRocket,CBF,0.99262963
MultiRocket,Chinatown,0.966666667
MultiRocket,ChlorineConcentration,0.780711806
MultiRocket,CinCECGTorso,0.949613527
MultiRocket,Coffee,1
MultiRocket,Computers,0.8508
MultiRocket,CricketX,0.82
MultiRocket,CricketY,0.841709402
MultiRocket,CricketZ,0.837692308
MultiRocket,Crop,0.773912698
MultiRocket,DiatomSizeReduction,0.952178649
MultiRocket,DistalPhalanxOutlineAgeGroup,0.8117506
MultiRocket,DistalPhalanxOutlineCorrect,0.843115942
MultiRocket,DistalPhalanxTW,0.70263789
MultiRocket,Earthquakes,0.748920863
MultiRocket,ECG200,0.890666667
MultiRocket,ECG5000,0.947059259
MultiRocket,ECGFiveDays,0.995121951
MultiRocket,ElectricDevices,0.900345826
MultiRocket,EOGHorizontalSignal,0.866482505
MultiRocket,EOGVerticalSignal,0.810773481
MultiRocket,EthanolLevel,0.712666667
MultiRocket,FaceAll,0.983609467
MultiRocket,FaceFour,0.897348485
MultiRocket,FacesUCR,0.970373984
MultiRocket,FiftyWords,0.84014652
MultiRocket,Fish,0.983428571
MultiRocket,FordA,0.956035354
MultiRocket,FordB,0.931851852
MultiRocket,FreezerRegularTrain,0.998339181
MultiRocket,FreezerSmallTrain,0.991976608
MultiRocket,GunPoint,0.997777778
MultiRocket,GunPointAgeSpan,0.995991561
MultiRocket,GunPointMaleVersusFemale,1
MultiRocket,GunPointOldVersusYoung,1
MultiRocket,Ham,0.843809524
MultiRocket,HandOutlines,0.951981982
MultiRocket,Haptics,0.550757576
MultiRocket,Herring,0.613020833
MultiRocket,HouseTwenty,0.975910364
MultiRocket,InlineSkate,0.48169697
MultiRocket,InsectEPGRegularTrain,1
MultiRocket,InsectEPGSmallTrain,0.995983936
MultiRocket,InsectWingbeatSound,0.671700337
MultiRocket,ItalyPowerDemand,0.964496275
MultiRocket,LargeKitchenAppliances,0.941422222
MultiRocket,Lightning2,0.750819672
MultiRocket,Lightning7,0.79543379
MultiRocket,Mallat,0.951656006
MultiRocket,Meat,0.982777778
MultiRocket,MedicalImages,0.809078947
MultiRocket,MiddlePhalanxOutlineAgeGroup,0.721428571
MultiRocket,MiddlePhalanxOutlineCorrect,0.848109966
MultiRocket,MiddlePhalanxTW,0.58982684
MultiRocket,MixedShapesRegularTrain,0.978694158
MultiRocket,MixedShapesSmallTrain,0.9524811
MultiRocket,MoteStrain,0.902981896
MultiRocket,NonInvasiveFetalECGThorax1,0.960169635
MultiRocket,NonInvasiveFetalECGThorax2,0.96668363
MultiRocket,OliveOil,0.913333333
MultiRocket,OSULeaf,0.961707989
MultiRocket,PhalangesOutlinesCorrect,0.857575758
MultiRocket,Phoneme,0.35302391
MultiRocket,PigAirwayPressure,0.647275641
MultiRocket,PigArtPressure,0.927884615
MultiRocket,PigCVP,0.828044872
MultiRocket,Plane,1
MultiRocket,PowerCons,0.977037037
MultiRocket,ProximalPhalanxOutlineAgeGroup,0.853170732
MultiRocket,ProximalPhalanxOutlineCorrect,0.905269187
MultiRocket,ProximalPhalanxTW,0.80796748
MultiRocket,RefrigerationDevices,0.731288889
MultiRocket,Rock,0.86
MultiRocket,ScreenType,0.657688889
MultiRocket,SemgHandGenderCh2,0.949444444
MultiRocket,SemgHandMovementCh2,0.794296296
MultiRocket,SemgHandSubjectCh2,0.926888889
MultiRocket,ShapeletSim,1
MultiRocket,ShapesAll,0.946
MultiRocket,SmallKitchenAppliances,0.825422222
MultiRocket,SmoothSubspace,0.979555556
MultiRocket,SonyAIBORobotSurface1,0.947975596
MultiRocket,SonyAIBORobotSurface2,0.949003148
MultiRocket,StarLightCurves,0.981196374
MultiRocket,Strawberry,0.978918919
MultiRocket,SwedishLeaf,0.972373333
MultiRocket,Symbols,0.97319933
MultiRocket,SyntheticControl,0.995
MultiRocket,ToeSegmentation1,0.927923977
MultiRocket,ToeSegmentation2,0.935897436
MultiRocket,Trace,1
MultiRocket,TwoLeadECG,0.997570969
MultiRocket,TwoPatterns,1
MultiRocket,UMD,0.982407407
MultiRocket,UWaveGestureLibraryAll,0.984347664
MultiRocket,UWaveGestureLibraryX,0.875060488
MultiRocket,UWaveGestureLibraryY,0.807686581
MultiRocket,UWaveGestureLibraryZ,0.81652708
MultiRocket,Wafer,0.999718797
MultiRocket,Wine,0.92037037
MultiRocket,WordSynonyms,0.78615465
MultiRocket,Worms,0.72987013
MultiRocket,WormsTwoClass,0.796536797
MultiRocket,Yoga,0.931877778
